exposure_id,exposure_pop,outcome_id,outcome_pop,exposure.n
GCST90278646,Taiwan Biobank,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),92615
ieu-a-1055,Global Urate Genetics Consortium (GUGC) (EUR),GCST90399729,Global Biobank Meta-analysis Initiative (AFR),110347
ukb-e-30880_AFR,AFR (Pan-UK Biobank),GCST90399729,Global Biobank Meta-analysis Initiative (AFR),6206
ukb-e-30880_CSA,SAS (Pan-UK Biobank),GCST90399729,Global Biobank Meta-analysis Initiative (AFR),8411
ebi-a-GCST90013998,UK Biobank,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),389608
ebi-a-GCST90018728,Biobank Japan,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),148767
ebi-a-GCST90018948,UKBB + BBJ meta-analysis,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),492819
GCST90278623,Taiwan Biobank,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),92615
ukb-e-30670_AFR,AFR (Pan-UK Biobank),GCST90399729,Global Biobank Meta-analysis Initiative (AFR),6213
ukb-e-30670_CSA,SAS (Pan-UK Biobank),GCST90399729,Global Biobank Meta-analysis Initiative (AFR),8422
ebi-a-GCST90000618,UK Biobank,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),496946
ukb-e-30890_AFR,AFR (Pan-UK Biobank),GCST90399729,Global Biobank Meta-analysis Initiative (AFR),6046
ukb-e-30890_CSA,SAS (Pan-UK Biobank),GCST90399729,Global Biobank Meta-analysis Initiative (AFR),7380
ebi-a-GCST90103753,Taiwan Biobank,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),21949
GCST90278648,Taiwan Biobank,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),92615
ukb-b-9405,UK Biobank,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),462166
ebi-a-GCST008052,Majority Hispanic mega-analysis (Wojcik),GCST90399729,Global Biobank Meta-analysis Initiative (AFR),33904
GCST90278649,Taiwan Biobank,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),92615
ieu-a-79,GIANT (EUR),GCST90399729,Global Biobank Meta-analysis Initiative (AFR),210082
bbj-a-58,Biobank Japan,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),107964
ebi-a-GCST008049,Majority Hispanic mega-analysis (Wojcik),GCST90399729,Global Biobank Meta-analysis Initiative (AFR),28608
ebi-a-GCST90002377,SAS (Pan-UK Biobank),GCST90399729,Global Biobank Meta-analysis Initiative (AFR),8188
ebi-a-GCST90002407,UK Biobank,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),408112
ebi-a-GCST90018978,UKBB + BBJ meta-analysis,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),504825
ukb-e-30000_AFR,AFR (Pan-UK Biobank),GCST90399729,Global Biobank Meta-analysis Initiative (AFR),6281
ebi-a-GCST90018729,Biobank Japan,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),165419
ebi-a-GCST90018949,UKBB + BBJ meta-analysis,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),525535
finngen_R10_WEIGHT_IRN,FinnGen (Release 10),GCST90399729,Global Biobank Meta-analysis Initiative (AFR),297440
GCST90278650,Taiwan Biobank,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),92615
GCST90296613,Mexican Biobank,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),5681
ukb-b-11842,UK Biobank,GCST90399729,Global Biobank Meta-analysis Initiative (AFR),461632
bbj-a-12,Biobank Japan,ukb-b-6358,UK Biobank,62076
ebi-a-GCST90002294,Hispanic meta-analysis,ukb-b-6358,UK Biobank,2969
ebi-a-GCST90002295,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8149
ebi-a-GCST90002379,UK Biobank,ukb-b-6358,UK Biobank,408112
ebi-a-GCST90018946,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,441764
ukb-e-30160_AFR,AFR (Pan-UK Biobank),ukb-b-6358,UK Biobank,6262
bbj-a-1,Biobank Japan,ukb-b-6358,UK Biobank,158284
ebi-a-GCST008025,Majority Hispanic mega-analysis (Wojcik),ukb-b-6358,UK Biobank,49335
finngen_R10_BMI_IRN,FinnGen (Release 10),ukb-b-6358,UK Biobank,290820
ukb-b-19953,UK Biobank,ukb-b-6358,UK Biobank,461460
ukb-b-2303,UK Biobank,ukb-b-6358,UK Biobank,454884
ukb-e-23104_CSA,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8658
ebi-a-GCST006979,UK Biobank,ukb-b-6358,UK Biobank,426824
GCST006433,UK Biobank,ukb-b-6358,UK Biobank,394929
GCST90278621,Taiwan Biobank,ukb-b-6358,UK Biobank,92615
ebi-a-GCST008055,Majority Hispanic mega-analysis (Wojcik),ukb-b-6358,UK Biobank,28520
ebi-a-GCST90018730,Biobank Japan,ukb-b-6358,UK Biobank,83025
ebi-a-GCST90018950,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,436491
GCST009777,UK Biobank,ukb-b-6358,UK Biobank,418642
ebi-a-GCST90002301,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8142
ebi-a-GCST90002381,UK Biobank,ukb-b-6358,UK Biobank,408112
ebi-a-GCST90018733,Biobank Japan,ukb-b-6358,UK Biobank,93063
ukb-e-30150_AFR,AFR (Pan-UK Biobank),ukb-b-6358,UK Biobank,6262
ebi-a-GCST008035,Majority Hispanic mega-analysis (Wojcik),ukb-b-6358,UK Biobank,33063
ebi-a-GCST90018736,Biobank Japan,ukb-b-6358,UK Biobank,74970
ebi-a-GCST90018956,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,390103
ebi-a-GCST90101746,Sub-Saharan African meta-analysis,ukb-b-6358,UK Biobank,24616
GCST90278635,Taiwan Biobank,ukb-b-6358,UK Biobank,92615
ieu-b-109,UK Biobank,ukb-b-6358,UK Biobank,403943
bbj-a-70,Biobank Japan,ukb-b-6358,UK Biobank,159095
ebi-a-GCST008053,Majority Hispanic mega-analysis (Wojcik),ukb-b-6358,UK Biobank,49796
ebi-a-GCST90018959,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,525444
finngen_R10_HEIGHT_IRN,FinnGen (Release 10),ukb-b-6358,UK Biobank,292707
GCST90013466,African meta-analysis (Nigeria + US),ukb-b-6358,UK Biobank,41389
GCST90278637,Taiwan Biobank,ukb-b-6358,UK Biobank,92615
ukb-b-10787,UK Biobank,ukb-b-6358,UK Biobank,461950
ebi-a-GCST008034,Majority Hispanic mega-analysis (Wojcik),ukb-b-6358,UK Biobank,11178
ebi-a-GCST90018738,Biobank Japan,ukb-b-6358,UK Biobank,71221
ebi-a-GCST90018958,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,415403
GCST90278632,Taiwan Biobank,ukb-b-6358,UK Biobank,92615
GCST90278633,Taiwan Biobank,ukb-b-6358,UK Biobank,92615
ukb-b-15590,UK Biobank,ukb-b-6358,UK Biobank,462117
ukb-e-49_CSA,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8782
bbj-a-31,Biobank Japan,ukb-b-6358,UK Biobank,72866
ebi-a-GCST008037,Majority Hispanic mega-analysis (Wojcik),ukb-b-6358,UK Biobank,32221
ebi-a-GCST90018961,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,416487
ebi-a-GCST90101745,Sub-Saharan African meta-analysis,ukb-b-6358,UK Biobank,24515
ieu-b-110,UK Biobank,ukb-b-6358,UK Biobank,440546
bbj-a-36,Biobank Japan,ukb-b-6358,UK Biobank,62076
ebi-a-GCST90002318,Hispanic meta-analysis,ukb-b-6358,UK Biobank,7541
ebi-a-GCST90002319,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8163
ebi-a-GCST90018962,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,445573
ukb-d-30120_irnt,UK Biobank,ukb-b-6358,UK Biobank,349856
ukb-e-30120_AFR,AFR (Pan-UK Biobank),ukb-b-6358,UK Biobank,6262
ebi-a-GCST90002325,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8181
ebi-a-GCST90002390,UK Biobank,ukb-b-6358,UK Biobank,408112
ebi-a-GCST90018744,Biobank Japan,ukb-b-6358,UK Biobank,128028
ebi-a-GCST008038,Majority Hispanic mega-analysis (Wojcik),ukb-b-6358,UK Biobank,19803
ebi-a-GCST90002331,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8185
ebi-a-GCST90002391,UK Biobank,ukb-b-6358,UK Biobank,408112
ebi-a-GCST90018745,Biobank Japan,ukb-b-6358,UK Biobank,135482
bbj-a-41,Biobank Japan,ukb-b-6358,UK Biobank,62076
ebi-a-GCST90002342,Hispanic meta-analysis,ukb-b-6358,UK Biobank,7543
ebi-a-GCST90002343,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,7043
ebi-a-GCST90018967,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,444975
ukb-d-30130_irnt,UK Biobank,ukb-b-6358,UK Biobank,349856
ukb-e-30130_AFR,AFR (Pan-UK Biobank),ukb-b-6358,UK Biobank,6262
bbj-a-44,Biobank Japan,ukb-b-6358,UK Biobank,62076
ebi-a-GCST90002353,Hispanic meta-analysis,ukb-b-6358,UK Biobank,7542
ebi-a-GCST90002354,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8165
ebi-a-GCST90018968,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,432666
ukb-d-30140_irnt,UK Biobank,ukb-b-6358,UK Biobank,349856
ukb-e-30140_AFR,AFR (Pan-UK Biobank),ukb-b-6358,UK Biobank,6262
bbj-a-49,Biobank Japan,ukb-b-6358,UK Biobank,108208
ebi-a-GCST008039,Majority Hispanic mega-analysis (Wojcik),ukb-b-6358,UK Biobank,29328
ebi-a-GCST90002360,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8188
ebi-a-GCST90018969,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,499097
ukb-d-30080_irnt,UK Biobank,ukb-b-6358,UK Biobank,350474
ukb-e-30080_AFR,AFR (Pan-UK Biobank),ukb-b-6358,UK Biobank,6281
bbj-a-50,Biobank Japan,ukb-b-6358,UK Biobank,108794
ebi-a-GCST90002365,Hispanic meta-analysis,ukb-b-6358,UK Biobank,9302
ebi-a-GCST90002366,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8189
ebi-a-GCST90018971,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,503987
ukb-d-30010_irnt,UK Biobank,ukb-b-6358,UK Biobank,350475
ukb-e-30010_AFR,AFR (Pan-UK Biobank),ukb-b-6358,UK Biobank,6281
bbj-a-52,Biobank Japan,ukb-b-6358,UK Biobank,136597
GCST90278642,Taiwan Biobank,ukb-b-6358,UK Biobank,92615
ukb-b-20175,UK Biobank,ukb-b-6358,UK Biobank,436419
ukb-e-4080_AFR,AFR (Pan-UK Biobank),ukb-b-6358,UK Biobank,6551
ukb-e-4080_CSA,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8641
ebi-a-GCST008046,Majority Hispanic mega-analysis (Wojcik),ukb-b-6358,UK Biobank,33096
ebi-a-GCST90018755,Biobank Japan,ukb-b-6358,UK Biobank,111667
ebi-a-GCST90018975,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,455659
ebi-a-GCST90101748,Sub-Saharan African meta-analysis,ukb-b-6358,UK Biobank,24600
ieu-b-111,UK Biobank,ukb-b-6358,UK Biobank,441016
bbj-a-57,Biobank Japan,ukb-b-6358,UK Biobank,109029
ebi-a-GCST90014015,UK Biobank,ukb-b-6358,UK Biobank,389404
GCST90278646,Taiwan Biobank,ukb-b-6358,UK Biobank,92615
ieu-a-1055,Global Urate Genetics Consortium (GUGC) (EUR),ukb-b-6358,UK Biobank,110347
ukb-e-30880_AFR,AFR (Pan-UK Biobank),ukb-b-6358,UK Biobank,6206
ukb-e-30880_CSA,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8411
ebi-a-GCST90013998,UK Biobank,ukb-b-6358,UK Biobank,389608
ebi-a-GCST90018728,Biobank Japan,ukb-b-6358,UK Biobank,148767
ebi-a-GCST90018948,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,492819
GCST90278623,Taiwan Biobank,ukb-b-6358,UK Biobank,92615
ukb-e-30670_AFR,AFR (Pan-UK Biobank),ukb-b-6358,UK Biobank,6213
ukb-e-30670_CSA,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8422
ebi-a-GCST90000618,UK Biobank,ukb-b-6358,UK Biobank,496946
ukb-e-30890_AFR,AFR (Pan-UK Biobank),ukb-b-6358,UK Biobank,6046
ukb-e-30890_CSA,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,7380
ebi-a-GCST90103753,Taiwan Biobank,ukb-b-6358,UK Biobank,21949
GCST90278648,Taiwan Biobank,ukb-b-6358,UK Biobank,92615
ukb-b-9405,UK Biobank,ukb-b-6358,UK Biobank,462166
ebi-a-GCST008052,Majority Hispanic mega-analysis (Wojcik),ukb-b-6358,UK Biobank,33904
GCST90278649,Taiwan Biobank,ukb-b-6358,UK Biobank,92615
ieu-a-79,GIANT (EUR),ukb-b-6358,UK Biobank,210082
bbj-a-58,Biobank Japan,ukb-b-6358,UK Biobank,107964
ebi-a-GCST008049,Majority Hispanic mega-analysis (Wojcik),ukb-b-6358,UK Biobank,28608
ebi-a-GCST90002377,SAS (Pan-UK Biobank),ukb-b-6358,UK Biobank,8188
ebi-a-GCST90002407,UK Biobank,ukb-b-6358,UK Biobank,408112
ebi-a-GCST90018978,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,504825
ukb-e-30000_AFR,AFR (Pan-UK Biobank),ukb-b-6358,UK Biobank,6281
ebi-a-GCST90018729,Biobank Japan,ukb-b-6358,UK Biobank,165419
ebi-a-GCST90018949,UKBB + BBJ meta-analysis,ukb-b-6358,UK Biobank,525535
finngen_R10_WEIGHT_IRN,FinnGen (Release 10),ukb-b-6358,UK Biobank,297440
GCST90278650,Taiwan Biobank,ukb-b-6358,UK Biobank,92615
GCST90296613,Mexican Biobank,ukb-b-6358,UK Biobank,5681
ukb-b-11842,UK Biobank,ukb-b-6358,UK Biobank,461632
bbj-a-12,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),62076
ebi-a-GCST90002294,Hispanic meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),2969
ebi-a-GCST90002295,SAS (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),8149
ebi-a-GCST90002379,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),408112
ebi-a-GCST90018946,UKBB + BBJ meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),441764
ukb-e-30160_AFR,AFR (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),6262
bbj-a-1,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),158284
ebi-a-GCST008025,Majority Hispanic mega-analysis (Wojcik),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),49335
finngen_R10_BMI_IRN,FinnGen (Release 10),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),290820
ukb-b-19953,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),461460
ukb-b-2303,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),454884
ukb-e-23104_CSA,SAS (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),8658
ebi-a-GCST006979,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),426824
GCST006433,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),394929
GCST90278621,Taiwan Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),92615
ebi-a-GCST008055,Majority Hispanic mega-analysis (Wojcik),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),28520
ebi-a-GCST90018730,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),83025
ebi-a-GCST90018950,UKBB + BBJ meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),436491
GCST009777,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),418642
ebi-a-GCST90002301,SAS (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),8142
ebi-a-GCST90002381,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),408112
ebi-a-GCST90018733,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),93063
ukb-e-30150_AFR,AFR (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),6262
ebi-a-GCST008035,Majority Hispanic mega-analysis (Wojcik),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),33063
ebi-a-GCST90018736,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),74970
ebi-a-GCST90018956,UKBB + BBJ meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),390103
ebi-a-GCST90101746,Sub-Saharan African meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),24616
GCST90278635,Taiwan Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),92615
ieu-b-109,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),403943
bbj-a-70,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),159095
ebi-a-GCST008053,Majority Hispanic mega-analysis (Wojcik),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),49796
ebi-a-GCST90018959,UKBB + BBJ meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),525444
finngen_R10_HEIGHT_IRN,FinnGen (Release 10),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),292707
GCST90013466,African meta-analysis (Nigeria + US),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),41389
GCST90278637,Taiwan Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),92615
ukb-b-10787,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),461950
ebi-a-GCST008034,Majority Hispanic mega-analysis (Wojcik),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),11178
ebi-a-GCST90018738,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),71221
ebi-a-GCST90018958,UKBB + BBJ meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),415403
GCST90278632,Taiwan Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),92615
GCST90278633,Taiwan Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),92615
ukb-b-15590,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),462117
ukb-e-49_CSA,SAS (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),8782
bbj-a-31,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),72866
ebi-a-GCST008037,Majority Hispanic mega-analysis (Wojcik),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),32221
ebi-a-GCST90018961,UKBB + BBJ meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),416487
ebi-a-GCST90101745,Sub-Saharan African meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),24515
ieu-b-110,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),440546
bbj-a-36,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),62076
ebi-a-GCST90002318,Hispanic meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),7541
ebi-a-GCST90002319,SAS (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),8163
ebi-a-GCST90018962,UKBB + BBJ meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),445573
ukb-d-30120_irnt,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),349856
ukb-e-30120_AFR,AFR (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),6262
ebi-a-GCST90002325,SAS (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),8181
ebi-a-GCST90002390,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),408112
ebi-a-GCST90018744,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),128028
ebi-a-GCST008038,Majority Hispanic mega-analysis (Wojcik),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),19803
ebi-a-GCST90002331,SAS (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),8185
ebi-a-GCST90002391,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),408112
ebi-a-GCST90018745,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),135482
bbj-a-41,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),62076
ebi-a-GCST90002342,Hispanic meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),7543
ebi-a-GCST90002343,SAS (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),7043
ebi-a-GCST90018967,UKBB + BBJ meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),444975
ukb-d-30130_irnt,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),349856
ukb-e-30130_AFR,AFR (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),6262
bbj-a-44,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),62076
ebi-a-GCST90002353,Hispanic meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),7542
ebi-a-GCST90002354,SAS (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),8165
ebi-a-GCST90018968,UKBB + BBJ meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),432666
ukb-d-30140_irnt,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),349856
ukb-e-30140_AFR,AFR (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),6262
bbj-a-49,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),108208
ebi-a-GCST008039,Majority Hispanic mega-analysis (Wojcik),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),29328
ebi-a-GCST90002360,SAS (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),8188
ebi-a-GCST90018969,UKBB + BBJ meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),499097
ukb-d-30080_irnt,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),350474
ukb-e-30080_AFR,AFR (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),6281
bbj-a-50,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),108794
ebi-a-GCST90002365,Hispanic meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),9302
ebi-a-GCST90002366,SAS (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),8189
ebi-a-GCST90018971,UKBB + BBJ meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),503987
ukb-d-30010_irnt,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),350475
ukb-e-30010_AFR,AFR (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),6281
bbj-a-52,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),136597
GCST90278642,Taiwan Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),92615
ukb-b-20175,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),436419
ukb-e-4080_AFR,AFR (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),6551
ukb-e-4080_CSA,SAS (Pan-UK Biobank),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),8641
ebi-a-GCST008046,Majority Hispanic mega-analysis (Wojcik),ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),33096
ebi-a-GCST90018755,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),111667
ebi-a-GCST90018975,UKBB + BBJ meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),455659
ebi-a-GCST90101748,Sub-Saharan African meta-analysis,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),24600
ieu-b-111,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),441016
bbj-a-57,Biobank Japan,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),109029
ebi-a-GCST90014015,UK Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),389404
GCST90278646,Taiwan Biobank,ebi-a-GCST006867,European + Pakistani meta-analysis (Xue),92615
